pktiat_0,pktiat_1,pktiat_2,pktiat_3,pktiat_4,pktiat_5,pktiat_6,pktiat_7,pktiat_8,pktiat_9,type
0.0,0.007969141006469727,0.0004379749298095703,8.106231689453125e-05,3.600120544433594e-05,0.0005748271942138672,0.00022411346435546875,0.0006020069122314453,0.010587930679321289,0.0007340908050537109,2
0.0,0.007657051086425781,0.0008859634399414062,0.0001049041748046875,3.600120544433594e-05,0.0006239414215087891,0.0019919872283935547,0.0006761550903320312,0.010197877883911133,0.0008461475372314453,2
0.0,0.008094072341918945,0.0008480548858642578,8.296966552734375e-05,6.29425048828125e-05,0.0005829334259033203,0.002022981643676758,0.0006091594696044922,0.014272928237915039,0.0007059574127197266,2
0.0,0.009829044342041016,0.0009648799896240234,0.00013494491577148438,4.00543212890625e-05,0.0005490779876708984,0.002137899398803711,0.0007579326629638672,0.010408163070678711,0.0008919239044189453,2
0.0,0.007707834243774414,0.0005261898040771484,4.57763671875e-05,1.5020370483398438e-05,1.2159347534179688e-05,0.00026488304138183594,3.504753112792969e-05,0.0011179447174072266,0.00030803680419921875,2
0.0,0.00527191162109375,0.002275228500366211,6.29425048828125e-05,2.5987625122070312e-05,4.1961669921875e-05,0.0004429817199707031,0.004358053207397461,0.0002799034118652344,0.00499415397644043,2
0.0,0.007618904113769531,0.0006439685821533203,4.410743713378906e-05,3.3855438232421875e-05,0.00041103363037109375,0.001232147216796875,0.0003609657287597656,0.0053708553314208984,0.00045418739318847656,2
0.0,0.005635976791381836,0.0018808841705322266,8.821487426757812e-05,7.891654968261719e-05,3.0040740966796875e-05,0.000637054443359375,0.010154962539672852,0.0008249282836914062,0.004853010177612305,2
0.0,0.011784076690673828,0.0008878707885742188,9.298324584960938e-05,5.1975250244140625e-05,0.0005841255187988281,0.0018608570098876953,0.000614166259765625,0.011056900024414062,0.0009810924530029297,2
0.0,0.006036996841430664,0.0017979145050048828,0.00012493133544921875,3.314018249511719e-05,2.8848648071289062e-05,0.0007650852203369141,0.01058197021484375,0.0005979537963867188,0.005178213119506836,2
0.0,0.011079788208007812,0.0008220672607421875,9.107589721679688e-05,3.504753112792969e-05,0.0006399154663085938,0.002048969268798828,0.0008890628814697266,0.010550975799560547,0.0008950233459472656,2
0.0,0.005387067794799805,0.0019540786743164062,8.893013000488281e-05,3.695487976074219e-05,6.794929504394531e-05,0.000698089599609375,0.015568971633911133,0.0006380081176757812,0.0047760009765625,2
0.0,0.007817983627319336,0.00041294097900390625,0.00010991096496582031,3.504753112792969e-05,0.0005650520324707031,0.00017404556274414062,0.0005440711975097656,0.010811805725097656,0.0007770061492919922,2
0.0,0.005511045455932617,0.0017549991607666016,0.00010704994201660156,5.1021575927734375e-05,9.298324584960938e-05,0.0006649494171142578,0.00010013580322265625,0.011120796203613281,0.0011022090911865234,2
0.0,0.007570981979370117,0.0004658699035644531,8.797645568847656e-05,4.696846008300781e-05,0.0005571842193603516,0.0005609989166259766,0.0006020069122314453,0.01003885269165039,0.0006279945373535156,2
0.0,0.005316019058227539,0.0018138885498046875,0.00010800361633300781,5.793571472167969e-05,8.106231689453125e-05,5.698204040527344e-05,0.0004889965057373047,0.00010395050048828125,5.602836608886719e-05,2
0.0,0.0054171085357666016,0.00048089027404785156,9.703636169433594e-05,9.107589721679688e-05,5.602836608886719e-05,0.0004730224609375,0.00017189979553222656,0.000982046127319336,0.0006771087646484375,2
0.0,0.00515294075012207,0.001795053482055664,0.000102996826171875,3.504753112792969e-05,6.389617919921875e-05,2.6941299438476562e-05,0.0006401538848876953,8.988380432128906e-05,5.1021575927734375e-05,2
0.0,0.007771015167236328,0.0007259845733642578,0.00015306472778320312,4.291534423828125e-05,0.0006699562072753906,0.0016341209411621094,0.0009489059448242188,0.009963035583496094,0.0009839534759521484,2
0.0,0.010280132293701172,0.0031838417053222656,7.605552673339844e-05,2.9087066650390625e-05,3.790855407714844e-05,0.0003731250762939453,0.004951000213623047,0.00038886070251464844,0.0099639892578125,2
0.0,0.010598897933959961,0.0007162094116210938,0.00010085105895996094,8.893013000488281e-05,0.0006279945373535156,0.002031087875366211,0.0008771419525146484,0.010454893112182617,0.0007009506225585938,2
0.0,0.0051801204681396484,0.0024869441986083984,6.29425048828125e-05,1.5020370483398438e-05,9.059906005859375e-06,0.00020503997802734375,3.2901763916015625e-05,2.2172927856445312e-05,0.0032088756561279297,2
0.0,0.00802302360534668,0.0006890296936035156,8.082389831542969e-05,6.318092346191406e-05,0.00042700767517089844,0.0021598339080810547,0.0006220340728759766,0.01079702377319336,0.0010111331939697266,2
0.0,0.0051670074462890625,0.003952980041503906,0.00010800361633300781,3.3855438232421875e-05,6.198883056640625e-05,5.817413330078125e-05,0.0005729198455810547,0.0001900196075439453,0.010603904724121094,2
0.0,0.01155996322631836,0.0005960464477539062,9.107589721679688e-05,5.3882598876953125e-05,0.0006890296936035156,0.0010271072387695312,0.0006868839263916016,0.010241985321044922,0.0007450580596923828,2
0.0,0.005835056304931641,0.0020279884338378906,0.00011301040649414062,9.298324584960938e-05,5.698204040527344e-05,0.0007529258728027344,0.011220216751098633,0.0010149478912353516,0.0049550533294677734,2
0.0,0.011280059814453125,0.0003991127014160156,8.893013000488281e-05,5.698204040527344e-05,0.0004971027374267578,0.00018095970153808594,0.00037097930908203125,0.010812044143676758,0.0007238388061523438,2
0.0,0.005465984344482422,0.0021409988403320312,0.00011396408081054688,3.695487976074219e-05,6.008148193359375e-05,0.0007419586181640625,0.010313034057617188,0.0009150505065917969,0.004580020904541016,2
0.0,0.009694099426269531,0.0005459785461425781,7.390975952148438e-05,7.200241088867188e-05,3.409385681152344e-05,0.0005600452423095703,7.486343383789062e-05,3.0994415283203125e-05,0.00047206878662109375,2
0.0,0.011058807373046875,0.005587100982666016,9.703636169433594e-05,5.888938903808594e-05,3.0994415283203125e-05,0.0007090568542480469,0.010983943939208984,0.0009310245513916016,0.01047205924987793,2
0.0,0.0077550411224365234,0.0004200935363769531,0.00011205673217773438,3.790855407714844e-05,0.0004799365997314453,0.00025010108947753906,0.000331878662109375,0.011085987091064453,0.0006301403045654297,2
0.0,0.01118016242980957,0.0019338130950927734,0.00010013580322265625,6.604194641113281e-05,3.1948089599609375e-05,0.0007359981536865234,0.010418891906738281,0.0009200572967529297,0.010390043258666992,2
0.0,0.008147001266479492,0.0003821849822998047,0.00011181831359863281,4.315376281738281e-05,0.0005028247833251953,9.417533874511719e-05,0.00030803680419921875,0.01022791862487793,0.0009520053863525391,2
0.0,0.008077859878540039,0.0004889965057373047,0.000102996826171875,9.608268737792969e-05,0.0004470348358154297,0.00023102760314941406,0.0005598068237304688,0.012209177017211914,0.0006988048553466797,2
0.0,0.011740922927856445,0.0011911392211914062,0.0001049041748046875,3.695487976074219e-05,3.600120544433594e-05,0.0006461143493652344,8.20159912109375e-05,0.011568069458007812,0.0005779266357421875,2
0.0,0.009618043899536133,0.00037407875061035156,0.0001518726348876953,6.914138793945312e-05,0.00048089027404785156,7.915496826171875e-05,0.00022482872009277344,0.0006191730499267578,0.01134490966796875,2
0.0,0.012134075164794922,0.0023610591888427734,0.00010800361633300781,6.890296936035156e-05,4.601478576660156e-05,0.0006968975067138672,0.010648012161254883,0.0006940364837646484,0.011279106140136719,2
0.0,0.008028984069824219,0.0008628368377685547,9.012222290039062e-05,8.392333984375e-05,0.0006971359252929688,0.0032279491424560547,0.0008559226989746094,0.010535955429077148,0.0006430149078369141,2
0.0,0.005560159683227539,0.0027399063110351562,8.20159912109375e-05,6.198883056640625e-05,3.1948089599609375e-05,0.0005919933319091797,0.01061105728149414,0.0008580684661865234,0.0048449039459228516,2
0.0,0.011616945266723633,0.0010440349578857422,0.00011587142944335938,5.817413330078125e-05,0.0006740093231201172,0.0016109943389892578,0.0007388591766357422,0.011823177337646484,0.0006258487701416016,2
0.0,0.005452156066894531,0.0020618438720703125,0.00010204315185546875,5.793571472167969e-05,8.916854858398438e-05,0.0001919269561767578,2.5033950805664062e-05,0.002894878387451172,0.00028204917907714844,2
0.0,0.011235952377319336,0.0004761219024658203,2.288818359375e-05,2.193450927734375e-05,0.0001480579376220703,0.0012280941009521484,0.0001819133758544922,0.002850055694580078,0.00020384788513183594,2
0.0,0.011001825332641602,0.0012230873107910156,0.00011992454528808594,3.409385681152344e-05,2.7894973754882812e-05,0.0007951259613037109,8.082389831542969e-05,0.011281013488769531,0.0007271766662597656,2
