pktiat_0,pktiat_1,pktiat_2,pktiat_3,pktiat_4,pktiat_5,pktiat_6,pktiat_7,pktiat_8,pktiat_9,type
0.0,0.0036890506744384766,0.00026988983154296875,3.409385681152344e-05,1.0967254638671875e-05,0.00010585784912109375,2.4080276489257812e-05,0.0005869865417480469,0.00011992454528808594,0.005243062973022461,0
0.0,0.003629922866821289,0.00018286705017089844,0.00012612342834472656,1.7881393432617188e-05,2.5033950805664062e-05,0.00011801719665527344,0.00043892860412597656,0.0001461505889892578,0.0046689510345458984,0
0.0,0.0040738582611083984,0.0002751350402832031,1.7881393432617188e-05,2.2172927856445312e-05,0.0001049041748046875,0.00061798095703125,0.00017309188842773438,0.0049839019775390625,0.003654956817626953,0
0.0,0.0037698745727539062,0.0002770423889160156,3.600120544433594e-05,1.2159347534179688e-05,0.00013399124145507812,0.000640869140625,0.00018405914306640625,0.0032799243927001953,0.0036220550537109375,0
0.0,0.0037190914154052734,0.000270843505859375,2.3126602172851562e-05,2.4080276489257812e-05,8.821487426757812e-06,0.00015115737915039062,1.2874603271484375e-05,0.00043892860412597656,0.00011110305786132812,0
0.0,0.004122018814086914,0.0003809928894042969,1.6927719116210938e-05,1.0013580322265625e-05,0.0001399517059326172,0.00044798851013183594,0.00010895729064941406,0.0028221607208251953,0.00409388542175293,0
0.0,0.0036950111389160156,0.0003428459167480469,3.504753112792969e-05,3.0040740966796875e-05,1.4066696166992188e-05,0.0002028942108154297,1.9073486328125e-05,0.0003399848937988281,0.0001919269561767578,0
0.0,0.0037088394165039062,0.00021314620971679688,3.790855407714844e-05,1.5020370483398438e-05,1.0967254638671875e-05,0.00023102760314941406,2.002716064453125e-05,0.00034499168395996094,0.00013589859008789062,0
0.0,0.003885030746459961,0.0002498626708984375,0.00012111663818359375,9.059906005859375e-06,2.09808349609375e-05,0.00011181831359863281,0.0004820823669433594,0.00017213821411132812,0.002953767776489258,0
0.0,0.0034580230712890625,0.0003349781036376953,2.288818359375e-05,2.7179718017578125e-05,1.0967254638671875e-05,9.584426879882812e-05,8.416175842285156e-05,0.00033402442932128906,0.00010085105895996094,0
0.0,0.004314899444580078,2.5033950805664062e-05,2.6941299438476562e-05,1.1205673217773438e-05,0.000209808349609375,0.0006191730499267578,0.00012302398681640625,0.014189958572387695,0.003981828689575195,0
0.0,0.004290103912353516,3.0994415283203125e-05,0.00019788742065429688,0.007179975509643555,0.004137992858886719,3.719329833984375e-05,1.1920928955078125e-05,0.0002789497375488281,0.3110060691833496,0
0.0,0.004148960113525391,0.0003790855407714844,3.0040740966796875e-05,7.867813110351562e-06,0.00015401840209960938,0.0005171298980712891,0.00019884109497070312,0.005507946014404297,0.004225015640258789,0
0.0,0.0037992000579833984,0.0003437995910644531,5.1021575927734375e-05,1.71661376953125e-05,0.00023484230041503906,0.0004119873046875,0.00015401840209960938,0.003715991973876953,0.0037469863891601562,0
0.0,0.004216909408569336,0.0003039836883544922,2.193450927734375e-05,2.09808349609375e-05,0.00014209747314453125,0.0008180141448974609,0.00019288063049316406,0.004809141159057617,0.003640890121459961,0
0.0,0.003720998764038086,0.0003120899200439453,2.7894973754882812e-05,9.059906005859375e-06,0.00028896331787109375,0.0003349781036376953,0.00018310546875,0.004637002944946289,0.003648996353149414,0
0.0,0.004243135452270508,3.0994415283203125e-05,0.00026702880859375,2.47955322265625e-05,1.3113021850585938e-05,0.0002338886260986328,0.00027298927307128906,0.00017714500427246094,0.0028460025787353516,0
0.0,0.0038061141967773438,0.0002148151397705078,1.5974044799804688e-05,2.3126602172851562e-05,0.000164031982421875,2.7894973754882812e-05,0.00044798851013183594,0.00011610984802246094,0.0032548904418945312,0
0.0,0.003715991973876953,0.0002129077911376953,0.0001850128173828125,0.00023102760314941406,0.003556966781616211,6.222724914550781e-05,1.2874603271484375e-05,0.0003859996795654297,0.20598793029785156,0
0.0,0.004091978073120117,0.00028014183044433594,0.00022101402282714844,0.000308990478515625,0.003988981246948242,5.2928924560546875e-05,1.2874603271484375e-05,0.0007891654968261719,0.3626129627227783,0
0.0,0.0038299560546875,7.390975952148438e-05,0.00020813941955566406,1.5020370483398438e-05,1.2874603271484375e-05,0.00018310546875,0.0002560615539550781,0.0001308917999267578,0.0037970542907714844,0
0.0,0.003909111022949219,0.0002238750457763672,2.002716064453125e-05,2.5033950805664062e-05,9.393692016601562e-05,0.0004901885986328125,0.00012493133544921875,0.0038368701934814453,0.0038781166076660156,0
0.0,0.003866910934448242,0.0003380775451660156,1.1920928955078125e-05,1.811981201171875e-05,6.9141387939453125e-06,0.00018596649169921875,2.09808349609375e-05,0.0007419586181640625,0.000225067138671875,0
0.0,0.0036041736602783203,0.00031280517578125,2.9087066650390625e-05,2.6941299438476562e-05,2.002716064453125e-05,0.0001461505889892578,2.09808349609375e-05,0.0006029605865478516,0.001191854476928711,0
0.0,0.003724813461303711,0.0003299713134765625,2.9087066650390625e-05,1.3113021850585938e-05,1.3828277587890625e-05,0.00040912628173828125,2.288818359375e-05,0.00034999847412109375,0.00011110305786132812,0
0.0,0.0036170482635498047,0.00020503997802734375,4.1961669921875e-05,1.0013580322265625e-05,7.867813110351562e-06,0.00017499923706054688,8.106231689453125e-05,0.0002491474151611328,0.00019788742065429688,0
0.0,0.0037310123443603516,0.00024700164794921875,2.002716064453125e-05,1.7881393432617188e-05,0.00011515617370605469,0.0005660057067871094,0.00023603439331054688,0.005159854888916016,0.0037500858306884766,0
0.0,0.0039038658142089844,0.0005481243133544922,5.1021575927734375e-05,1.3828277587890625e-05,0.0002491474151611328,0.00061798095703125,0.0002589225769042969,0.0033740997314453125,0.0036568641662597656,0
0.0,0.003899097442626953,0.0002830028533935547,2.09808349609375e-05,7.867813110351562e-06,0.00017714500427246094,0.0004990100860595703,0.00017380714416503906,0.0033130645751953125,0.003662109375,0
0.0,0.003871917724609375,0.00027108192443847656,2.09808349609375e-05,1.0013580322265625e-05,0.00011706352233886719,0.0003859996795654297,9.703636169433594e-05,0.009141921997070312,0.0035610198974609375,0
0.0,0.004231929779052734,3.409385681152344e-05,0.0002009868621826172,2.002716064453125e-05,1.1920928955078125e-05,0.00016498565673828125,0.0006220340728759766,0.00013709068298339844,0.0033979415893554688,0
0.0,0.0036029815673828125,0.0003609657287597656,4.410743713378906e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.00020599365234375,2.9087066650390625e-05,0.0003058910369873047,0.0001609325408935547,0
0.0,0.003692150115966797,0.0003418922424316406,0.0001590251922607422,0.00038909912109375,0.0033600330352783203,0.0001659393310546875,8.106231689453125e-05,0.00026297569274902344,0.16564202308654785,0
0.0,0.004348039627075195,3.504753112792969e-05,0.0002989768981933594,0.0003190040588378906,0.004094839096069336,2.5033950805664062e-05,8.106231689453125e-06,0.0020868778228759766,0.22472214698791504,0
0.0,0.0037550926208496094,0.00032782554626464844,3.314018249511719e-05,1.0013580322265625e-05,0.00021791458129882812,0.00043702125549316406,0.00015497207641601562,0.006164073944091797,0.0036649703979492188,0
0.0,0.003643035888671875,0.00024700164794921875,5.602836608886719e-05,2.4080276489257812e-05,7.104873657226562e-05,0.00011801719665527344,0.0005168914794921875,0.0001308917999267578,0.005259990692138672,0
0.0,0.003610849380493164,0.00017905235290527344,0.00013494491577148438,0.0004470348358154297,0.003358125686645508,4.696846008300781e-05,1.4066696166992188e-05,0.0002949237823486328,0.15970206260681152,0
0.0,0.004149913787841797,0.00018215179443359375,0.00010895729064941406,0.0029430389404296875,0.0035719871520996094,0.00012087821960449219,1.5020370483398438e-05,0.00021600723266601562,0.1745760440826416,0
0.0,0.0037539005279541016,0.00037097930908203125,4.410743713378906e-05,1.7881393432617188e-05,0.0002110004425048828,0.00041604042053222656,0.00019407272338867188,0.00362396240234375,0.0036110877990722656,0
0.0,0.004271984100341797,0.0003979206085205078,2.4080276489257812e-05,9.059906005859375e-06,0.00017499923706054688,0.00032782554626464844,0.00013113021850585938,0.00577998161315918,0.004172086715698242,0
0.0,0.004175901412963867,0.0002951622009277344,1.6927719116210938e-05,8.106231689453125e-06,0.00023794174194335938,0.0009889602661132812,0.00029206275939941406,0.0032339096069335938,0.003756999969482422,0
0.0,0.004027128219604492,0.0003559589385986328,2.193450927734375e-05,1.9073486328125e-05,0.0002200603485107422,0.0003609657287597656,0.00014901161193847656,0.004117012023925781,0.003701925277709961,0
0.0,0.003857851028442383,0.0003349781036376953,2.4080276489257812e-05,1.2874603271484375e-05,0.0001671314239501953,0.0005218982696533203,0.0001990795135498047,0.008409976959228516,0.003535032272338867,0
0.0,0.003779172897338867,0.0003249645233154297,2.288818359375e-05,2.5987625122070312e-05,0.00010800361633300781,0.0005540847778320312,0.0001430511474609375,0.006270885467529297,0.0037610530853271484,0
0.0,0.0040471553802490234,0.00016188621520996094,0.00017499923706054688,0.0008931159973144531,0.003571033477783203,0.0001468658447265625,2.002716064453125e-05,0.0004000663757324219,0.18731093406677246,0
0.0,0.0036199092864990234,0.0002620220184326172,2.9087066650390625e-05,1.0967254638671875e-05,0.00012087821960449219,6.103515625e-05,0.0004329681396484375,0.0002231597900390625,0.002833843231201172,0
0.0,0.0040400028228759766,3.3855438232421875e-05,1.1920928955078125e-05,2.4080276489257812e-05,0.00023412704467773438,0.0005087852478027344,0.00013303756713867188,0.003061056137084961,0.003976106643676758,0
0.0,0.003818035125732422,0.00032806396484375,1.4066696166992188e-05,2.5033950805664062e-05,0.00019693374633789062,0.0004260540008544922,0.0001609325408935547,0.0031490325927734375,0.0037279129028320312,0
0.0,0.004163980484008789,0.00030684471130371094,2.9087066650390625e-05,1.0013580322265625e-05,0.0001480579376220703,0.0004639625549316406,0.0001010894775390625,0.0042018890380859375,0.003968954086303711,0
0.0,0.003718137741088867,0.0002529621124267578,0.00023889541625976562,0.002171039581298828,0.0033991336822509766,0.0001728534698486328,2.4080276489257812e-05,0.004848003387451172,0.15950393676757812,0
