proto,packets_count,f_pkts_num,min_fiat,min_biat,flow_packets_per_second,f_min_pkt_size,f_max_pkt_size,b_min_pkt_size,b_max_pkt_size,b_mean_pkt_size,diag_step_fiat,diag_step_biat,diag_steps,tcp_syn_count,tcp_ack_count,tcp_rst_count,tcp_fin_count,tcp_urg_count,tcp_retr_count,pktiat_0,pktiat_1,pktiat_2,pktiat_3,pktiat_4,pktiat_7,pktiat_8,pktiat_9,pktlen_1,pktlen_8,type
6,10,4,0.0010039806365966,7.867813110351562e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.004651069641113281,0.0005180835723876953,3.1948089599609375e-05,1.0967254638671875e-05,0.0007789134979248047,0.000225067138671875,0.0027310848236083984,66,66,1
6,10,4,0.0013267993927001,7.867813110351562e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.003937959671020508,0.00044417381286621094,2.8848648071289062e-05,8.106231689453125e-06,0.00109100341796875,0.0002357959747314453,0.004182100296020508,66,66,1
6,10,5,0.000201940536499,0.0005929470062255,0,66,926,66,1414,597.4,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.005242109298706055,0.0005929470062255859,0.00014209747314453125,0.0010418891906738281,0.003945827484130859,0.000225067138671875,0.01058506965637207,66,66,1
6,10,4,0.0015130043029785,8.821487426757812e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.004812002182006836,0.0005779266357421875,1.811981201171875e-05,8.821487426757812e-06,0.0013768672943115234,0.0001361370086669922,0.0028929710388183594,66,66,1
6,10,4,0.0025551319122314,9.059906005859377e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.014686107635498047,0.0008499622344970703,4.38690185546875e-05,1.0967254638671875e-05,0.002370119094848633,0.0001850128173828125,0.0028350353240966797,66,66,1
6,10,4,0.0030670166015625,1.1920928955078123e-05,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.016533851623535156,0.0007970333099365234,3.1948089599609375e-05,1.2159347534179688e-05,0.002841949462890625,0.000225067138671875,0.0035910606384277344,66,66,1
6,10,4,0.0002799034118652,7.867813110351562e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.0041790008544921875,0.00042700767517089844,0.00012111663818359375,0.00013184547424316406,0.00011396408081054688,0.0005669593811035156,0.00011301040649414062,66,514,1
6,10,4,0.0014569759368896,8.106231689453125e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.005040884017944336,0.0003650188446044922,2.4080276489257812e-05,2.193450927734375e-05,0.0012979507446289062,0.0001590251922607422,0.00333404541015625,66,66,1
6,10,4,0.0008351802825927,9.059906005859377e-06,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.003937959671020508,0.00033092498779296875,1.9073486328125e-05,9.059906005859375e-06,0.0006580352783203125,0.00017714500427246094,0.0028989315032958984,66,66,1
6,10,4,0.001072883605957,1.1920928955078123e-05,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.004010200500488281,0.0005009174346923828,2.09808349609375e-05,1.1920928955078125e-05,0.0009119510650634766,0.0001609325408935547,0.00481104850769043,66,66,1
6,10,4,0.0002849102020263,1.0013580322265623e-05,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.0043659210205078125,2.5033950805664062e-05,0.0001690387725830078,0.00011491775512695312,0.00013685226440429688,0.0004811286926269531,0.00010800361633300781,66,514,1
6,10,4,0.0013210773468017,1.0967254638671877e-05,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.002432107925415039,0.00042700767517089844,3.3855438232421875e-05,1.2159347534179688e-05,0.0011360645294189453,0.0001850128173828125,0.003237009048461914,66,66,1
6,10,4,0.0028190612792968,9.059906005859377e-06,1,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.004328012466430664,0.0007359981536865234,1.5020370483398438e-05,2.09808349609375e-05,0.0025780200958251953,0.0002410411834716797,0.005833864212036133,66,66,1
6,10,4,0.0031538009643554,1.2874603271484377e-05,0,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.0048980712890625,0.000904083251953125,3.695487976074219e-05,1.5974044799804688e-05,0.002964019775390625,0.00018978118896484375,0.003445148468017578,66,66,1
6,10,4,0.0006768703460693,1.5020370483398438e-05,1,66,583,66,1414,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.014495134353637695,0.0003349781036376953,3.3855438232421875e-05,1.5020370483398438e-05,0.0005240440368652344,0.00015282630920410156,0.003278017044067383,66,66,1
6,10,5,0.0008068084716796,0.0015280246734619,0,66,928,66,1414,597.4,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.0048198699951171875,0.001528024673461914,0.0002970695495605469,0.0021240711212158203,0.005614042282104492,0.00028896331787109375,0.015913963317871094,66,66,1
6,10,5,2.5033950805664062e-05,1.5974044799804688e-05,0,66,1414,66,222,97.2,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.007566928863525391,0.00030493736267089844,0.00015306472778320312,0.0001780986785888672,0.007181882858276367,0.00025916099548339844,1.5974044799804688e-05,66,66,1
6,10,5,1.5974044799804688e-05,1.71661376953125e-05,0,66,1414,66,222,97.2,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.004710197448730469,0.00033283233642578125,0.0001270771026611328,0.0005340576171875,0.004068136215209961,0.00072479248046875,1.71661376953125e-05,66,66,1
6,10,5,0.0001940727233886,1.9073486328125e-05,1,66,926,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.005199909210205078,0.0005249977111816406,2.5987625122070312e-05,1.9073486328125e-05,0.0002818107604980469,0.002515077590942383,0.00019407272338867188,66,146,1
6,10,5,0.0002269744873046,1.1920928955078123e-05,1,66,926,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.007505178451538086,0.00038695335388183594,2.7894973754882812e-05,1.1920928955078125e-05,0.00019693374633789062,0.002766132354736328,0.0002269744873046875,66,146,1
6,10,5,0.0002470016479492,1.883506774902344e-05,1,66,919,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.010959148406982422,0.0005090236663818359,1.8835067749023438e-05,1.9073486328125e-05,0.00021505355834960938,0.0026428699493408203,0.00024700164794921875,66,146,1
6,10,5,3.3855438232421875e-05,8.106231689453125e-06,2,66,583,66,1464,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.004842996597290039,0.0006718635559082031,3.0040740966796875e-05,8.106231689453125e-06,0.0021140575408935547,0.00027108192443847656,0.003103017807006836,66,66,1
6,10,5,0.0002148151397705,8.821487426757812e-06,0,66,924,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.00675201416015625,0.0005481243133544922,3.0040740966796875e-05,8.821487426757812e-06,0.00015211105346679688,0.0036220550537109375,0.0002148151397705078,66,146,1
6,10,5,1.0967254638671877e-05,2.5033950805664062e-05,0,66,583,66,1464,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.00537419319152832,0.00047087669372558594,2.5033950805664062e-05,2.5033950805664062e-05,1.0967254638671875e-05,0.0018591880798339844,0.00029587745666503906,66,514,1
6,10,5,0.0002460479736328,1.3113021850585938e-05,0,66,926,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.007030963897705078,0.0005629062652587891,4.100799560546875e-05,1.3113021850585938e-05,0.0001888275146484375,0.003147125244140625,0.0002460479736328125,66,146,1
6,10,5,0.0001530647277832,1.811981201171875e-05,0,66,924,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.00508880615234375,0.0004980564117431641,2.09808349609375e-05,1.811981201171875e-05,0.00016021728515625,0.002797842025756836,0.00015306472778320312,66,146,1
6,10,4,1.5020370483398438e-05,1.1920928955078123e-05,1,66,583,66,1462,823.3333333333334,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.00748896598815918,0.0003209114074707031,1.811981201171875e-05,1.1920928955078125e-05,1.5020370483398438e-05,0.0005509853363037109,0.00018596649169921875,66,514,1
6,10,5,0.0002000331878662,9.059906005859377e-06,0,66,926,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.005506038665771484,0.0004630088806152344,3.3855438232421875e-05,9.059906005859375e-06,0.0002970695495605469,0.002827882766723633,0.00020003318786621094,66,146,1
6,10,5,0.0002539157867431,1.6927719116210938e-05,0,66,926,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.011695146560668945,0.00044989585876464844,2.09808349609375e-05,1.6927719116210938e-05,0.00021386146545410156,0.003184080123901367,0.00025391578674316406,66,146,1
6,10,5,0.0001990795135498,1.1920928955078123e-05,1,66,925,66,1462,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.0052831172943115234,0.0004000663757324219,3.0994415283203125e-05,1.1920928955078125e-05,0.0002770423889160156,0.0029859542846679688,0.0001990795135498047,66,146,1
6,10,5,0.0002009868621826,3.409385681152344e-05,0,66,583,66,1464,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.005095958709716797,0.0007960796356201172,0.00019598007202148438,3.409385681152344e-05,0.0019521713256835938,0.0003139972686767578,0.003192901611328125,66,66,1
6,10,5,0.0002410411834716,8.821487426757812e-06,0,66,925,66,1464,974.8,12.639972496032716,12.638208389282228,12.639972496032716,0,10,0,0,0,10,0.0,0.006743907928466797,0.0008070468902587891,3.504753112792969e-05,8.821487426757812e-06,0.0002410411834716797,0.003231048583984375,0.0002410411834716797,66,146,1
