proto,packets_count,total_fiat,f_pkts_num,min_fiat,min_biat,flow_packets_per_second,f_min_pkt_size,f_max_pkt_size,b_min_pkt_size,diag_step_fiat,diag_step_biat,diag_steps,tcp_syn_count,tcp_ack_count,tcp_rst_count,tcp_fin_count,tcp_urg_count,tcp_retr_count,pktiat_0,pktiat_1,pktiat_2,pktiat_7,pktiat_9,pktlen_1,pktlen_5,pktlen_6,pktlen_7,pktlen_8,pktlen_9,type
6,10,0.0081429481506347,4,0.0005960464477539,1.883506774902344e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038340091705322266,0.0003299713134765625,0.0001201629638671875,0.003498077392578125,66,66,461,66,146,66,0
6,10,0.0053341388702392,4,0.0004291534423828,2.789497375488281e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003753185272216797,0.0002658367156982422,0.00013899803161621094,0.0031380653381347656,66,66,461,66,146,66,0
6,10,0.1836271286010742,5,0.0003631114959716,1.0967254638671877e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0040950775146484375,0.0002770423889160156,1.0967254638671875e-05,0.17464423179626465,66,66,393,128,66,164,0
6,10,0.0114917755126953,5,1.71661376953125e-05,7.867813110351562e-06,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038399696350097656,0.00026488304138183594,0.000392913818359375,0.006590843200683594,66,66,66,461,66,146,0
6,10,0.2032599449157714,5,0.0004339218139648,2.288818359375e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003962993621826172,0.0024080276489257812,2.288818359375e-05,0.19208979606628418,66,66,393,128,66,164,0
6,10,0.0050139427185058,4,2.09808349609375e-05,1.4066696166992188e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037147998809814453,0.0002830028533935547,2.09808349609375e-05,0.00021004676818847656,66,1366,66,66,461,66,0
6,10,0.0103070735931396,4,0.000781774520874,2.288818359375e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036818981170654297,0.00019812583923339844,0.00017380714416503906,0.0034558773040771484,66,66,461,66,146,66,0
6,10,0.0049371719360351,4,1.5020370483398438e-05,6.9141387939453125e-06,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003734111785888672,0.0002739429473876953,1.5020370483398438e-05,0.00015211105346679688,66,1366,66,66,461,66,0
6,10,0.0094718933105468,4,0.0007829666137695,1.2874603271484377e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037169456481933594,0.00038909912109375,0.0002200603485107422,0.0035669803619384766,66,66,461,66,146,66,0
6,10,0.0102379322052001,8,2.09808349609375e-05,0.0002620220184326,0,66,1434,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.006997108459472656,0.0002620220184326172,2.09808349609375e-05,2.288818359375e-05,66,704,1434,1434,66,331,0
6,10,0.0098159313201904,6,2.384185791015625e-05,0.0001158714294433,0,66,1434,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004939079284667969,0.00011587142944335938,2.384185791015625e-05,0.0008118152618408203,66,704,1434,961,66,66,0
6,10,0.225841999053955,5,0.0011501312255859,1.5974044799804688e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0040819644927978516,4.792213439941406e-05,1.5974044799804688e-05,0.2157909870147705,66,66,393,128,66,164,0
6,10,0.2180759906768798,5,0.0002961158752441,8.392333984375e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037980079650878906,0.00021791458129882812,8.392333984375e-05,0.20984506607055664,66,66,393,128,66,164,0
6,10,0.0266609191894531,4,0.000594139099121,8.821487426757812e-06,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0041599273681640625,0.0004050731658935547,0.00012111663818359375,0.004073143005371094,66,66,461,66,146,66,0
6,10,0.005537986755371,4,0.000262975692749,2.408027648925781e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003976106643676758,0.00039386749267578125,0.00022602081298828125,0.003576040267944336,66,66,461,66,146,66,0
6,10,0.0119779109954833,4,0.0006289482116699,2.312660217285156e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.00380706787109375,0.00029087066650390625,0.0001499652862548828,0.0037970542907714844,66,66,461,66,146,66,0
6,10,0.3067128658294678,5,0.0039350986480712,3.0994415283203125e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003674030303955078,0.00021791458129882812,3.0994415283203125e-05,0.29473090171813965,66,66,393,128,66,164,0
6,10,0.0107018947601318,4,7.867813110351562e-06,6.9141387939453125e-06,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.010303020477294922,3.695487976074219e-05,0.00029015541076660156,7.867813110351562e-06,66,1366,461,66,66,66,0
6,10,0.0081338882446289,4,0.0010671615600585,1.0013580322265623e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0035560131072998047,0.0003559589385986328,0.00013017654418945312,0.0037031173706054688,66,66,461,66,146,66,0
6,10,0.2924180030822754,5,0.0005900859832763,1.4066696166992188e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0031430721282958984,6.29425048828125e-05,1.4066696166992188e-05,0.2843899726867676,66,66,393,128,66,164,0
6,10,0.0052099227905273,4,1.883506774902344e-05,1.3113021850585938e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004083871841430664,7.104873657226562e-05,1.8835067749023438e-05,0.00025391578674316406,66,1366,66,66,461,66,0
6,10,0.0117640495300292,5,3.0994415283203125e-05,2.47955322265625e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038471221923828125,0.00032401084899902344,0.00032806396484375,0.006880998611450195,66,66,66,461,66,146,0
6,10,0.2078521251678466,5,0.0004420280456542,4.100799560546875e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003941059112548828,0.00011396408081054688,4.100799560546875e-05,0.1993401050567627,66,66,393,128,66,164,0
6,10,0.8399748802185059,5,0.0004019737243652,3.0040740966796875e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004152059555053711,0.00020599365234375,3.0040740966796875e-05,0.830906867980957,66,66,393,128,66,164,0
6,10,0.0124831199645996,5,2.002716064453125e-05,2.694129943847656e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037021636962890625,0.0002429485321044922,0.0004990100860595703,0.00769495964050293,66,66,66,461,66,146,0
6,10,0.0054490566253662,4,0.000486135482788,2.408027648925781e-05,0,66,733,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003737926483154297,0.0004279613494873047,0.00018787384033203125,0.00331878662109375,66,66,461,66,146,66,0
6,10,0.0052258968353271,5,0.0001120567321777,1.71661376953125e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036029815673828125,0.00021004676818847656,0.0003809928894042969,0.0005609989166259766,66,66,66,461,66,146,0
6,10,0.0096039772033691,4,0.0006120204925537,1.4066696166992188e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038750171661376953,0.0002830028533935547,0.000125885009765625,0.0038149356842041016,66,66,461,66,146,66,0
6,10,0.3563599586486816,5,0.0009500980377197,1.1920928955078123e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003961801528930664,0.0004119873046875,1.1920928955078125e-05,0.3464391231536865,66,66,393,128,66,164,0
6,10,0.0092151165008544,4,0.0006778240203857,1.3828277587890623e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037741661071777344,0.00040078163146972656,0.00016498565673828125,0.003922939300537109,66,66,461,66,146,66,0
6,10,0.0091559886932373,4,0.0005860328674316,1.5020370483398438e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004127025604248047,0.00037789344787597656,0.00012302398681640625,0.003962039947509766,66,66,461,66,146,66,0
6,10,0.2086350917816162,5,0.0004529953002929,1.6927719116210938e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0035829544067382812,0.00026798248291015625,1.6927719116210938e-05,0.2003631591796875,66,66,393,128,66,164,0
6,10,0.2000238895416259,5,0.0022640228271484,2.5987625122070312e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003915071487426758,0.0001518726348876953,2.5987625122070312e-05,0.18874287605285645,66,66,393,128,66,164,0
6,10,0.0142328739166259,4,0.0006110668182373,1.1920928955078123e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004295825958251953,4.315376281738281e-05,0.00020194053649902344,0.004063129425048828,66,66,461,66,146,66,0
6,10,0.176347017288208,5,0.0024549961090087,1.2874603271484377e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037560462951660156,0.0002980232238769531,1.2874603271484375e-05,0.16548609733581543,66,66,393,128,66,164,0
6,10,0.6714699268341064,5,0.0041069984436035,2.789497375488281e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004205942153930664,5.0067901611328125e-05,2.7894973754882812e-05,0.6585819721221924,66,66,393,128,66,164,0
6,10,0.308394193649292,5,0.0004329681396484,2.5987625122070312e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003940105438232422,0.00015497207641601562,2.5987625122070312e-05,0.2994232177734375,66,66,393,128,66,164,0
6,10,0.0091960430145263,4,0.0006449222564697,2.312660217285156e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003823995590209961,0.00039696693420410156,0.00015497207641601562,0.0038459300994873047,66,66,461,66,146,66,0
6,10,0.0046889781951904,4,2.288818359375e-05,7.867813110351562e-06,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0035881996154785156,0.00024890899658203125,2.288818359375e-05,0.00016689300537109375,66,1366,66,66,461,66,0
6,10,0.0165810585021972,4,0.0015349388122558,3.3855438232421875e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037000179290771484,0.00021600723266601562,3.3855438232421875e-05,0.0033168792724609375,66,66,393,128,66,128,0
6,10,0.0112030506134033,4,0.0006628036499023,2.2172927856445312e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004251003265380859,0.00018095970153808594,0.00015878677368164062,0.003983974456787109,66,66,461,66,146,66,0
6,10,0.0051989555358886,4,0.0001699924468994,8.106231689453125e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003926992416381836,3.600120544433594e-05,0.00016999244689941406,0.00013899803161621094,66,1366,66,66,461,66,0
6,10,0.011260986328125,4,0.0006899833679199,1.4066696166992188e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004364013671875,4.696846008300781e-05,0.0001919269561767578,0.004112958908081055,66,66,461,66,146,66,0
6,10,0.0055320262908935,4,0.0003359317779541,2.288818359375e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003993988037109375,0.0003311634063720703,0.000102996826171875,0.003268003463745117,66,66,461,66,146,66,0
6,10,0.0056121349334716,4,0.000364065170288,9.059906005859377e-06,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003977060317993164,0.00025200843811035156,0.00013709068298339844,0.0035610198974609375,66,66,461,66,146,66,0
6,10,0.0106809139251708,4,0.000943899154663,1.2159347534179688e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.00403904914855957,3.0994415283203125e-05,0.00011086463928222656,0.0038840770721435547,66,66,461,66,146,66,0
6,10,0.0092871189117431,5,0.0001659393310546,2.193450927734375e-05,0,66,733,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003799915313720703,0.00029015541076660156,0.0005600452423095703,0.00418400764465332,66,66,66,461,66,146,0
6,10,0.0045108795166015,4,2.5033950805664062e-05,7.867813110351562e-06,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003519773483276367,0.00022411346435546875,2.5033950805664062e-05,0.00018095970153808594,66,1366,66,66,461,66,0
6,10,0.0086629390716552,4,0.0005960464477539,6.9141387939453125e-06,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037789344787597656,0.00024390220642089844,0.00011897087097167969,0.003545045852661133,66,66,461,66,146,66,0
6,10,0.0055630207061767,5,8.606910705566406e-05,2.09808349609375e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036978721618652344,0.00040221214294433594,0.0006690025329589844,0.0003380775451660156,66,66,66,461,66,146,0
6,10,0.0053770542144775,5,1.9073486328125e-05,1.0967254638671877e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037469863891601562,0.00038814544677734375,0.0005729198455810547,0.00031304359436035156,66,66,66,461,66,146,0
6,10,0.0047860145568847,4,0.0001320838928222,1.0967254638671877e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003754854202270508,0.0002410411834716797,0.00013208389282226562,0.0001480579376220703,66,1366,66,66,461,66,0
6,10,0.2446599006652832,5,0.0003390312194824,4.00543212890625e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003635883331298828,0.0003440380096435547,4.00543212890625e-05,0.23621606826782227,66,66,393,128,66,164,0
6,10,0.0089480876922607,5,2.789497375488281e-05,1.1920928955078123e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003776073455810547,0.0002338886260986328,0.0003731250762939453,0.004168987274169922,66,66,66,461,66,146,0
6,10,0.005601167678833,4,0.000331163406372,1.4066696166992188e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003951072692871094,0.0003941059112548828,0.00011396408081054688,0.0033960342407226562,66,66,461,66,146,66,0
6,10,0.1874911785125732,5,0.0003421306610107,1.4066696166992188e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003880023956298828,0.00013113021850585938,1.4066696166992188e-05,0.17899107933044434,66,66,393,128,66,164,0
6,10,0.0050690174102783,4,2.09808349609375e-05,1.4066696166992188e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003612995147705078,0.0005230903625488281,2.09808349609375e-05,0.0001800060272216797,66,1366,66,66,461,66,0
6,10,0.7882778644561768,5,0.0002992153167724,2.312660217285156e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038509368896484375,0.00018310546875,2.3126602172851562e-05,0.7796478271484375,66,66,393,128,66,164,0
6,10,0.0051088333129882,5,3.314018249511719e-05,7.867813110351562e-06,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0035610198974609375,0.00029397010803222656,0.0005538463592529297,0.00031185150146484375,66,66,66,461,66,146,0
6,10,0.0054950714111328,5,4.792213439941406e-05,1.1205673217773438e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003735065460205078,0.00039005279541015625,0.0005090236663818359,0.00045609474182128906,66,66,66,461,66,146,0
6,10,0.2037539482116699,5,0.0005359649658203,1.5020370483398438e-05,0,66,733,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0041310787200927734,2.384185791015625e-05,1.5020370483398438e-05,0.1944420337677002,66,66,393,128,66,164,0
6,10,0.0085000991821289,4,0.000741958618164,1.0013580322265623e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004272937774658203,3.814697265625e-05,0.000225067138671875,0.004051923751831055,66,66,461,66,146,66,0
6,10,0.2036092281341552,5,0.0003550052642822,8.296966552734375e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038280487060546875,9.894371032714844e-05,8.296966552734375e-05,0.19521522521972656,66,66,393,128,66,164,0
6,10,0.0096759796142578,4,0.0006139278411865,2.09808349609375e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003999948501586914,0.00029206275939941406,0.0002129077911376953,0.003801107406616211,66,66,461,66,146,66,0
6,10,0.1910600662231445,5,0.0005221366882324,1.0967254638671877e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004168987274169922,3.409385681152344e-05,1.0967254638671875e-05,0.18191003799438477,66,66,393,128,66,164,0
6,10,0.1925389766693115,5,0.0004448890686035,2.694129943847656e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003916025161743164,0.0002410411834716797,2.6941299438476562e-05,0.18323087692260742,66,66,393,128,66,164,0
6,10,0.2831671237945556,5,0.0006039142608642,8.797645568847656e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036649703979492188,0.00013017654418945312,8.797645568847656e-05,0.27483415603637695,66,66,393,128,66,164,0
6,10,0.0051960945129394,5,0.0001130104064941,2.002716064453125e-05,0,66,733,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037660598754882812,0.00012087821960449219,0.0004210472106933594,0.000308990478515625,66,66,66,461,66,146,0
6,10,0.3373200893402099,5,0.0003530979156494,1.71661376953125e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036399364471435547,7.796287536621094e-05,1.71661376953125e-05,0.3293781280517578,66,66,393,128,66,164,0
6,10,0.2053229808807373,5,0.0002820491790771,1.71661376953125e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036687850952148438,0.0004100799560546875,1.71661376953125e-05,0.19692611694335938,66,66,393,128,66,164,0
6,10,0.0053508281707763,4,0.000262975692749,8.106231689453125e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037980079650878906,0.0003647804260253906,0.00012493133544921875,0.003378152847290039,66,66,461,66,146,66,0
6,10,0.0092470645904541,4,0.0005700588226318,1.1920928955078123e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003799915313720703,0.0002961158752441406,0.00010895729064941406,0.0038759708404541016,66,66,461,66,146,66,0
6,10,0.0098390579223632,4,0.000648021697998,3.790855407714844e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004152059555053711,0.0006301403045654297,0.0001571178436279297,0.003999948501586914,66,66,461,66,146,66,0
6,10,0.0049118995666503,4,8.296966552734375e-05,1.4066696166992188e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003930091857910156,3.4809112548828125e-05,8.296966552734375e-05,0.00016689300537109375,66,1366,66,66,461,66,0
6,10,0.0084650516510009,4,0.0008840560913085,2.5033950805664062e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003865957260131836,0.00022411346435546875,0.00021910667419433594,0.003785848617553711,66,66,461,66,146,66,0
6,10,0.0162148475646972,4,0.0007250308990478,2.312660217285156e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037848949432373047,0.0003490447998046875,0.00017499923706054688,0.003654003143310547,66,66,461,66,146,66,0
6,10,0.0053591728210449,4,0.0003190040588378,1.3113021850585938e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004151105880737305,2.4080276489257812e-05,0.00018596649169921875,0.0035779476165771484,66,66,461,66,146,66,0
6,10,0.006037950515747,4,0.0004611015319824,9.059906005859377e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003790140151977539,0.00033092498779296875,0.00011205673217773438,0.0036780834197998047,66,66,461,66,146,66,0
6,10,0.0097889900207519,4,0.0006248950958251,1.4066696166992188e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038650035858154297,0.00034999847412109375,0.00012087821960449219,0.0037071704864501953,66,66,461,66,146,66,0
6,10,0.0086379051208496,4,0.0006968975067138,1.0967254638671877e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0041120052337646484,3.790855407714844e-05,0.00016498565673828125,0.004040956497192383,66,66,461,66,146,66,0
6,10,0.0098481178283691,4,0.000648021697998,7.867813110351562e-06,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003654003143310547,0.00032401084899902344,0.00015401840209960938,0.003487825393676758,66,66,461,66,146,66,0
6,10,0.0054018497467041,4,0.0003349781036376,8.821487426757812e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003988027572631836,0.00029778480529785156,0.00012993812561035156,0.0035560131072998047,66,66,461,66,146,66,0
6,10,0.0149939060211181,5,2.09808349609375e-05,2.408027648925781e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037589073181152344,0.0001709461212158203,0.0004799365997314453,0.010033845901489258,66,66,66,461,66,146,0
6,10,0.1999979019165039,5,0.00101900100708,2.9087066650390625e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003779888153076172,0.0005960464477539062,2.9087066650390625e-05,0.19028186798095703,66,66,393,128,66,164,0
6,10,0.0084850788116455,4,0.000460147857666,2.5987625122070312e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004110097885131836,0.0003859996795654297,0.0001239776611328125,0.0038290023803710938,66,66,461,66,146,66,0
6,10,0.0179989337921142,5,0.0001218318939208,1.9073486328125e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0037529468536376953,0.00029587745666503906,0.00045013427734375,0.013031005859375,66,66,66,461,66,146,0
6,10,0.0128979682922363,4,1.5974044799804688e-05,1.0013580322265623e-05,0,66,697,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.011679887771606445,0.0003230571746826172,1.5974044799804688e-05,0.0001239776611328125,66,538,66,66,461,66,0
6,10,0.0087299346923828,5,4.506111145019531e-05,2.002716064453125e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0034809112548828125,0.00028395652770996094,0.0005400180816650391,0.003983020782470703,66,66,66,461,66,146,0
6,10,0.0089671611785888,4,0.0006330013275146,1.3113021850585938e-05,0,66,583,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.003965139389038086,0.00017786026000976562,0.0002238750457763672,0.0038139820098876953,66,66,461,66,146,66,0
6,10,0.0053060054779052,4,2.384185791015625e-05,1.4066696166992188e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036170482635498047,0.0003249645233154297,2.384185791015625e-05,0.0003218650817871094,66,1366,66,66,461,66,0
6,10,0.0056450366973876,4,0.000411033630371,1.71661376953125e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004012107849121094,0.00045680999755859375,0.0001289844512939453,0.004010915756225586,66,66,461,66,146,66,0
6,10,0.1934020519256591,5,0.0041899681091308,2.09808349609375e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038251876831054688,0.00015878677368164062,2.09808349609375e-05,0.17858195304870605,66,66,393,128,66,164,0
6,10,0.0130801200866699,4,0.0005500316619873,1.2874603271484377e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038330554962158203,0.00021696090698242188,0.0002040863037109375,0.003824949264526367,66,66,461,66,146,66,0
6,10,0.0062901973724365,5,2.312660217285156e-05,2.5033950805664062e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0036640167236328125,0.0003399848937988281,0.0004119873046875,0.0015380382537841797,66,66,66,461,66,146,0
6,10,0.0051050186157226,5,2.9087066650390625e-05,8.821487426757812e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0035660266876220703,0.00029206275939941406,0.0004229545593261719,0.0004000663757324219,66,66,66,461,66,146,0
6,10,0.0059330463409423,4,0.0004510879516601,1.1920928955078123e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.00424504280090332,0.00035691261291503906,0.0001571178436279297,0.003515958786010742,66,66,461,66,146,66,0
6,10,0.0062999725341796,4,0.0006518363952636,1.5020370483398438e-05,0,66,735,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004240989685058594,0.00044798851013183594,0.0002269744873046875,0.0036339759826660156,66,66,461,66,146,66,0
6,10,0.204164981842041,5,0.0003771781921386,9.059906005859377e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004174947738647461,3.719329833984375e-05,9.059906005859375e-06,0.1950368881225586,66,66,393,128,66,164,0
6,10,0.0081958770751953,4,0.0006370544433593,8.821487426757812e-06,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.0038938522338867188,0.00023508071899414062,0.00011301040649414062,0.0037360191345214844,66,66,461,66,146,66,0
6,10,0.0052220821380615,4,9.298324584960938e-05,1.3113021850585938e-05,0,66,734,66,4.701142597198486,4.701088118553161,4.701142597198486,0,10,0,0,0,10,0.0,0.004251003265380859,4.506111145019531e-05,9.298324584960938e-05,0.00019693374633789062,66,1366,66,66,461,66,0
