proto,packets_count,total_fiat,f_pkts_num,min_fiat,min_biat,flow_packets_per_second,f_min_pkt_size,b_min_pkt_size,b_max_pkt_size,diag_step_fiat,diag_step_biat,diag_steps,tcp_syn_count,tcp_ack_count,tcp_rst_count,tcp_psh_count,tcp_fin_count,tcp_urg_count,tcp_retr_count,pktiat_0,pktiat_1,pktiat_2,pktiat_4,pktiat_5,pktiat_7,pktiat_9,pktlen_0,pktlen_1,pktlen_4,pktlen_6,pktlen_8,type
6,10,0.0080828666687011,4,5.602836608886719e-05,5.698204040527344e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,2,0,0,10,0.0,0.005316019058227539,0.0018138885498046875,5.793571472167969e-05,8.106231689453125e-05,0.0004889965057373047,5.602836608886719e-05,583,66,1462,191,66,2
6,10,0.0084462165832519,4,0.0001718997955322,5.602836608886719e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.0054171085357666016,0.00048089027404785156,9.107589721679688e-05,5.602836608886719e-05,0.00017189979553222656,0.0006771087646484375,583,66,70,66,514,2
6,10,0.0079579353332519,4,5.1021575927734375e-05,2.694129943847656e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,2,0,0,10,0.0,0.00515294075012207,0.001795053482055664,3.504753112792969e-05,6.389617919921875e-05,0.0006401538848876953,5.1021575927734375e-05,583,66,1462,191,66,2
6,10,0.022892951965332,5,0.0009839534759521,4.291534423828125e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.007771015167236328,0.0007259845733642578,4.291534423828125e-05,0.0006699562072753906,0.0009489059448242188,0.0009839534759521484,583,66,1370,514,146,2
6,10,0.019320011138916,4,0.0003888607025146,2.9087066650390625e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.010280132293701172,0.0031838417053222656,2.9087066650390625e-05,3.790855407714844e-05,0.004951000213623047,0.0099639892578125,583,66,1462,66,708,2
6,10,0.0261969566345214,5,0.0007009506225585,8.893013000488281e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.010598897933959961,0.0007162094116210938,8.893013000488281e-05,0.0006279945373535156,0.0008771419525146484,0.0007009506225585938,583,66,1366,514,146,2
6,10,0.0112230777740478,5,2.2172927856445312e-05,9.059906005859377e-06,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.0051801204681396484,0.0024869441986083984,1.5020370483398438e-05,9.059906005859375e-06,3.2901763916015625e-05,0.0032088756561279297,583,66,1368,66,66,2
6,10,0.0238730907440185,5,0.0010111331939697,6.318092346191406e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.00802302360534668,0.0006890296936035156,6.318092346191406e-05,0.00042700767517089844,0.0006220340728759766,0.0010111331939697266,583,66,1370,514,146,2
6,10,0.0207488536834716,4,0.0001900196075439,3.3855438232421875e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.0051670074462890625,0.003952980041503906,3.3855438232421875e-05,6.198883056640625e-05,0.0005729198455810547,0.010603904724121094,583,66,70,191,66,2
6,10,0.0256910324096679,5,0.0007450580596923,5.3882598876953125e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.01155996322631836,0.0005960464477539062,5.3882598876953125e-05,0.0006890296936035156,0.0006868839263916016,0.0007450580596923828,583,66,1370,514,146,2
6,10,0.0211141109466552,4,0.0010149478912353,5.698204040527344e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005835056304931641,0.0020279884338378906,9.298324584960938e-05,5.698204040527344e-05,0.011220216751098633,0.0049550533294677734,583,66,1462,66,706,2
6,10,0.0244100093841552,5,0.000370979309082,5.698204040527344e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.011280059814453125,0.0003991127014160156,5.698204040527344e-05,0.0004971027374267578,0.00037097930908203125,0.0007238388061523438,583,66,1370,66,146,2
6,10,0.0197880268096923,4,0.0009150505065917,3.695487976074219e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005465984344482422,0.0021409988403320312,3.695487976074219e-05,6.008148193359375e-05,0.010313034057617188,0.004580020904541016,583,66,1462,66,708,2
6,10,0.0115580558776855,4,0.000105857849121,3.409385681152344e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.009694099426269531,0.0005459785461425781,7.200241088867188e-05,3.409385681152344e-05,7.486343383789062e-05,0.00047206878662109375,583,66,70,66,66,2
6,10,0.0294568538665771,4,0.0009310245513916,3.0994415283203125e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.011058807373046875,0.005587100982666016,5.888938903808594e-05,3.0994415283203125e-05,0.010983943939208984,0.01047205924987793,583,66,1462,66,707,2
6,10,0.0211031436920166,5,0.0003318786621093,3.790855407714844e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.0077550411224365234,0.0004200935363769531,3.790855407714844e-05,0.0004799365997314453,0.000331878662109375,0.0006301403045654297,583,66,1370,66,146,2
6,10,0.0253870487213134,4,0.0009200572967529,3.1948089599609375e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.01118016242980957,0.0019338130950927734,6.604194641113281e-05,3.1948089599609375e-05,0.010418891906738281,0.010390043258666992,583,66,1462,66,708,2
6,10,0.0207691192626953,5,0.0003080368041992,4.315376281738281e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.008147001266479492,0.0003821849822998047,4.315376281738281e-05,0.0005028247833251953,0.00030803680419921875,0.0009520053863525391,583,66,1370,66,146,2
6,10,0.022911787033081,5,0.0006988048553466,9.608268737792967e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.008077859878540039,0.0004889965057373047,9.608268737792969e-05,0.0004470348358154297,0.0005598068237304688,0.0006988048553466797,583,66,1370,514,146,2
6,10,0.0259840488433837,5,8.20159912109375e-05,3.600120544433594e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.011740922927856445,0.0011911392211914062,3.695487976074219e-05,3.600120544433594e-05,8.20159912109375e-05,0.0005779266357421875,583,66,1370,66,159,2
6,10,0.0229620933532714,5,7.915496826171875e-05,6.914138793945312e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.009618043899536133,0.00037407875061035156,6.914138793945312e-05,0.00048089027404785156,0.00022482872009277344,0.01134490966796875,583,66,1368,66,66,2
6,10,0.026757001876831,4,0.0006940364837646,4.601478576660156e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.012134075164794922,0.0023610591888427734,6.890296936035156e-05,4.601478576660156e-05,0.010648012161254883,0.011279106140136719,583,66,1462,66,708,2
6,10,0.0250258445739746,5,0.0006430149078369,8.392333984375e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.008028984069824219,0.0008628368377685547,8.392333984375e-05,0.0006971359252929688,0.0008559226989746094,0.0006430149078369141,583,66,1370,514,146,2
6,10,0.0205371379852294,4,0.0008580684661865,3.1948089599609375e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005560159683227539,0.0027399063110351562,6.198883056640625e-05,3.1948089599609375e-05,0.01061105728149414,0.0048449039459228516,583,66,1462,66,706,2
6,10,0.0283079147338867,5,0.0006258487701416,5.817413330078125e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.011616945266723633,0.0010440349578857422,5.817413330078125e-05,0.0006740093231201172,0.0007388591766357422,0.0006258487701416016,583,66,1370,514,146,2
6,10,0.0111570358276367,5,2.5033950805664062e-05,5.793571472167969e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005452156066894531,0.0020618438720703125,5.793571472167969e-05,8.916854858398438e-05,2.5033950805664062e-05,0.00028204917907714844,583,66,1370,66,159,2
6,10,0.0163688659667968,5,0.0002038478851318,2.193450927734375e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.011235952377319336,0.0004761219024658203,2.193450927734375e-05,0.0001480579376220703,0.0001819133758544922,0.00020384788513183594,583,66,1370,514,146,2
6,10,0.0252909660339355,5,8.082389831542969e-05,2.789497375488281e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.011001825332641602,0.0012230873107910156,3.409385681152344e-05,2.7894973754882812e-05,8.082389831542969e-05,0.0007271766662597656,583,66,1370,66,159,2
6,10,0.0151488780975341,5,2.8848648071289062e-05,1.7881393432617188e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.010501861572265625,0.0004451274871826172,2.09808349609375e-05,0.00010013580322265625,0.0004131793975830078,0.0034780502319335938,583,66,1368,66,66,2
6,10,0.0223839282989501,4,0.0013048648834228,5.5789947509765625e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005471944808959961,0.002279043197631836,9.417533874511719e-05,5.5789947509765625e-05,0.012502908706665039,0.0044171810150146484,583,66,1462,66,707,2
6,10,0.0204470157623291,4,0.0006999969482421,3.504753112792969e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.0054779052734375,0.002061128616333008,6.604194641113281e-05,3.504753112792969e-05,0.011240959167480469,0.004734992980957031,583,66,1462,66,708,2
6,10,0.0237629413604736,5,8.106231689453125e-05,3.409385681152344e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.009922981262207031,0.001558065414428711,3.409385681152344e-05,4.00543212890625e-05,8.106231689453125e-05,0.0006468296051025391,583,66,1370,66,159,2
6,10,0.0103371143341064,4,1.5974044799804688e-05,5.960464477539063e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.005124092102050781,0.002207040786743164,2.09808349609375e-05,1.0013580322265625e-05,0.00015020370483398438,0.0027790069580078125,583,66,70,193,66,2
6,10,0.0111060142517089,5,2.5987625122070312e-05,2.09808349609375e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.0072939395904541016,0.00038814544677734375,2.09808349609375e-05,0.00011014938354492188,0.0006120204925537109,0.002501964569091797,583,66,1368,66,66,2
6,10,0.0084919929504394,4,2.312660217285156e-05,1.0013580322265623e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.007311105728149414,0.0002779960632324219,1.2874603271484375e-05,1.0013580322265625e-05,2.3126602172851562e-05,0.0002238750457763672,583,66,70,66,514,2
6,10,0.0142099857330322,5,0.000108003616333,2.694129943847656e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.007283926010131836,0.0007231235504150391,2.6941299438476562e-05,1.0967254638671875e-05,0.0025970935821533203,0.003133058547973633,583,66,1366,66,66,2
6,10,0.0114312171936035,4,2.288818359375e-05,5.960464477539063e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.007430076599121094,0.0008590221405029297,1.0013580322265625e-05,5.9604644775390625e-06,2.288818359375e-05,0.0002741813659667969,583,66,70,66,514,2
6,10,0.0121660232543945,4,0.000248908996582,9.059906005859377e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.007388114929199219,0.0009288787841796875,2.002716064453125e-05,9.059906005859375e-06,0.00333404541015625,0.00742793083190918,583,66,1462,66,706,2
6,10,0.0222001075744628,5,0.0004148483276367,3.695487976074219e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.00793910026550293,0.0005040168762207031,3.695487976074219e-05,0.0005769729614257812,0.00041484832763671875,0.0007069110870361328,583,66,1370,66,146,2
6,10,0.0115561485290527,5,1.5020370483398438e-05,8.106231689453125e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005249977111816406,0.0029752254486083984,8.821487426757812e-06,8.106231689453125e-06,1.5020370483398438e-05,0.00020503997802734375,583,66,1370,66,159,2
6,10,0.0092921257019042,5,3.1948089599609375e-05,0.0002660751342773,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.007676124572753906,0.0008609294891357422,0.00031280517578125,0.00018215179443359375,0.007546901702880859,0.015938997268676758,709,66,146,118,369,2
6,10,0.0162079334259033,6,0.0002200603485107,0.0001361370086669,0,66,66,602,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,6,0,0,10,0.0,0.004927873611450195,0.0001361370086669922,0.00024080276489257812,0.0002200603485107422,0.0037360191345214844,0.0005190372467041016,615,66,117,66,807,2
6,10,0.0228760242462158,5,0.0006980895996093,5.1021575927734375e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.007545948028564453,0.0003859996795654297,5.1021575927734375e-05,0.0007398128509521484,0.0005550384521484375,0.000782012939453125,583,66,1370,514,146,2
6,10,0.0111060142517089,5,0.0001819133758544,2.193450927734375e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.0050389766693115234,0.0017778873443603516,2.193450927734375e-05,1.0013580322265625e-05,0.00016689300537109375,0.00026297569274902344,583,66,1462,195,159,2
6,10,0.0234761238098144,5,0.0008831024169921,7.414817810058594e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.008006095886230469,0.0007710456848144531,7.414817810058594e-05,0.0005910396575927734,0.0006849765777587891,0.0008831024169921875,583,66,1370,514,146,2
6,10,0.0108590126037597,4,8.893013000488281e-05,4.696846008300781e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.007580995559692383,0.002174854278564453,0.00010013580322265625,4.696846008300781e-05,0.0005691051483154297,0.0001201629638671875,583,66,70,289,66,2
6,10,0.0206961631774902,5,7.915496826171875e-05,5.292892456054688e-05,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.007598161697387695,0.0003299713134765625,5.2928924560546875e-05,0.0005578994750976562,0.00043892860412597656,0.010910987854003906,583,66,1368,66,66,2
6,10,0.0198190212249755,4,0.000885009765625,5.3882598876953125e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005678892135620117,0.0021791458129882812,0.000102996826171875,5.3882598876953125e-05,0.01025700569152832,0.005138874053955078,583,66,1462,66,708,2
6,10,0.0255110263824462,5,0.0009849071502685,5.698204040527344e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.010820150375366211,0.00043201446533203125,5.698204040527344e-05,0.0006740093231201172,0.0006160736083984375,0.0009849071502685547,583,66,1370,514,146,2
6,10,0.0346438884735107,6,0.0007410049438476,0.0003149509429931,0,66,66,602,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,6,0,0,10,0.0,0.01183009147644043,0.00031495094299316406,0.0008478164672851562,0.0007410049438476562,0.0006690025329589844,0.0016398429870605469,615,66,117,66,810,2
6,10,0.0263049602508544,5,0.000882863998413,6.818771362304688e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.01050710678100586,0.0008618831634521484,6.818771362304688e-05,0.0007100105285644531,0.0007200241088867188,0.0008828639984130859,583,66,1370,514,146,2
6,10,0.0184998512268066,4,8.106231689453125e-05,2.694129943847656e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.0052988529205322266,0.0017380714416503906,3.314018249511719e-05,2.6941299438476562e-05,0.0006439685821533203,0.010540008544921875,583,66,70,193,66,2
6,10,0.0118868350982666,4,0.0001811981201171,3.2901763916015625e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.00992584228515625,0.00036597251892089844,3.2901763916015625e-05,6.103515625e-05,9.417533874511719e-05,0.00044083595275878906,583,66,70,66,66,2
6,10,0.0199999809265136,4,0.0009820461273193,3.2901763916015625e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.0056819915771484375,0.002043008804321289,6.198883056640625e-05,3.2901763916015625e-05,0.010426998138427734,0.004940032958984375,583,66,1462,66,705,2
6,10,0.0238668918609619,5,0.0006890296936035,3.695487976074219e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.00798797607421875,0.0011088848114013672,3.695487976074219e-05,0.0007050037384033203,0.0007309913635253906,0.0006890296936035156,583,66,1370,514,146,2
6,10,0.0205450057983398,4,0.0011899471282958,3.814697265625e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.00593113899230957,0.0018310546875,3.814697265625e-05,6.198883056640625e-05,0.010754823684692383,0.00457310676574707,583,66,1462,66,708,2
6,10,0.0235340595245361,5,0.0007529258728027,3.600120544433594e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.007834196090698242,0.000782012939453125,3.600120544433594e-05,0.0005898475646972656,0.0007059574127197266,0.0007529258728027344,583,66,1370,514,146,2
6,10,0.0194759368896484,4,8.487701416015625e-05,5.507469177246094e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.005720853805541992,0.00197601318359375,9.703636169433594e-05,5.793571472167969e-05,0.0005819797515869141,0.010801076889038086,583,66,70,193,66,2
6,10,0.0263431072235107,5,0.0005609989166259,3.886222839355469e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.011794090270996094,0.00033402442932128906,3.886222839355469e-05,0.0006101131439208984,0.0005609989166259766,0.001071929931640625,583,66,1370,66,146,2
6,10,0.016719102859497,4,8.893013000488281e-05,2.8848648071289062e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.005189180374145508,0.0018007755279541016,4.00543212890625e-05,2.9087066650390625e-05,0.0006420612335205078,0.008772134780883789,583,66,70,193,66,2
6,10,0.0106480121612548,5,7.295608520507812e-05,0.0002651214599609,0,66,66,1464,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.0074460506439208984,0.0007891654968261719,0.0012710094451904297,0.0004968643188476562,0.00705409049987793,0.013791799545288086,709,66,146,117,66,2
6,10,0.016183853149414,6,0.0005340576171875,8.416175842285156e-05,0,66,66,602,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,6,0,0,10,0.0,0.005314826965332031,8.416175842285156e-05,0.0007460117340087891,0.0005340576171875,0.0005528926849365234,0.0005359649658203125,615,66,117,66,809,2
6,10,0.0117700099945068,5,0.0001940727233886,8.821487426757812e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.00746607780456543,0.0004019737243652344,8.821487426757812e-06,0.00016021728515625,0.00014591217041015625,0.00019407272338867188,583,66,1370,514,146,2
6,10,0.0156400203704834,6,0.0002748966217041,4.410743713378906e-05,0,66,66,602,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,6,0,0,10,0.0,0.0058100223541259766,4.410743713378906e-05,0.00036215782165527344,0.0002968311309814453,0.0007531642913818359,0.00027489662170410156,615,66,117,66,808,2
6,10,0.0155961513519287,5,0.0001981258392333,8.106231689453125e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.0073812007904052734,0.0007939338684082031,8.106231689453125e-06,0.000270843505859375,0.0002410411834716797,0.00019812583923339844,583,66,1370,514,146,2
6,10,0.0126380920410156,4,5.197525024414063e-05,2.789497375488281e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.01054692268371582,0.001129150390625,3.1948089599609375e-05,2.7894973754882812e-05,0.0006020069122314453,5.1975250244140625e-05,583,66,70,289,66,2
6,10,0.0086989402770996,4,2.2172927856445312e-05,6.9141387939453125e-06,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,3,0,0,10,0.0,0.0073490142822265625,0.0003790855407714844,9.059906005859375e-06,6.9141387939453125e-06,2.2172927856445312e-05,0.0002009868621826172,583,66,70,66,514,2
6,10,0.0195169448852539,4,0.0009360313415527,2.9087066650390625e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,5,0,0,10,0.0,0.005360841751098633,0.001837015151977539,3.695487976074219e-05,2.9087066650390625e-05,0.010638952255249023,0.004492998123168945,583,66,1462,66,708,2
6,10,0.021226167678833,5,0.0004439353942871,5.197525024414063e-05,0,66,66,1462,28.767490005493165,28.76754169464112,28.76754169464112,0,10,0,4,0,0,10,0.0,0.0076580047607421875,0.0003020763397216797,5.1975250244140625e-05,0.0005280971527099609,0.0004439353942871094,0.0008971691131591797,583,66,1370,66,146,2
