src_ip;sport;dst_ip;dport;proto;packets_count;start_time;end_time;duration;total_fiat;total_biat;iat_list;direction_list;pkt_len_list;f_pkts_num;b_pkts_num;min_fiat;max_fiat;min_biat;max_biat;mean_fiat;mean_biat;flow_packets_per_second;flow_bytes_per_second;f_min_pkt_size;f_max_pkt_size;f_mean_pkt_size;b_min_pkt_size;b_max_pkt_size;b_mean_pkt_size;is_closed;last_packet_time;diag_fiat;diag_step_fiat;diag_biat;diag_step_biat;diag_total;diag_steps;tcp_syn_count;tcp_ack_count;tcp_rst_count;tcp_psh_count;tcp_fin_count;tcp_urg_count;tcp_retr_count;ip_ttl_list;tcp_win_list;f_iat_list;b_iat_list;tcp_hs_skipped;entropy_list
10.34.1.15;53776;212.188.78.55;443;6;10;1690359298.591178;1690359319.781379;21.19020104408264;0.0195200443267822;0.0191869735717773;0.0,0.004314899444580078,2.5033950805664062e-05,2.6941299438476562e-05,1.1205673217773438e-05,0.000209808349609375,0.0006191730499267578,0.00012302398681640625,0.014189958572387695,0.003981828689575195;1,-1,-1,-1,-1,1,-1,1,1,-1;583,66,1462,1462,1370,66,461,66,146,66;4;6;0.0007421970367431;0.0141899585723876;1.1205673217773438e-05;0.0182948112487792;0.0065066814422607;0.0038373947143554;0;271;66;583;215.25;66;1462;814.5;True;1690359319.781379;3,0,0,0,0,0,0,0,0,0;4.701142597198486;5,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,56,56,56,56,64,56,64,64,56;502,11,11,11,11,489,11,501,501,11;0.004587888717651367,0.0007421970367431641,0.014189958572387695;2.5033950805664062e-05,2.6941299438476562e-05,1.1205673217773438e-05,0.0008289813995361328,0.018294811248779297;True;5.869016755221091,0.0,5.912124556936994,6.276307314753099,6.403856189774736,0.0,6.236307314753101,0.0,5.976807588956898,0.0
10.34.1.15;55604;212.188.75.20;443;6;10;1690359304.945988;1690359326.082578;21.136590003967285;0.3271710872650146;0.0115959644317626;0.0,0.004290103912353516,3.0994415283203125e-05,0.00019788742065429688,0.007179975509643555,0.004137992858886719,3.719329833984375e-05,1.1920928955078125e-05,0.0002789497375488281,0.3110060691833496;1,-1,-1,1,1,-1,-1,-1,1,1;734,66,320,66,146,66,393,128,66,164;5;5;0.0044660568237304;0.3110060691833496;1.1920928955078123e-05;0.0115158557891845;0.0817927718162536;0.0028989911079406;0;101;66;734;235.2;66;393;194.6;True;1690359326.082578;4,0,0,0,0,0,0,0,0,0;4.701142597198486;4,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;6;0;0;10;64,55,55,64,64,55,55,55,64,64;502,11,11,501,501,11,11,11,501,501;0.004518985748291016,0.007179975509643555,0.004466056823730469,0.3110060691833496;3.0994415283203125e-05,0.01151585578918457,3.719329833984375e-05,1.1920928955078125e-05;True;5.9975642849438255,0.0,5.7531232116380915,0.0,5.896928094887358,0.0,6.2812095647098305,5.7162142539003655,0.0,6.349403721666235
10.34.1.15;57304;212.188.75.41;443;6;10;1690359311.413635;1690359336.46908;25.05544495582581;0.0109438896179199;0.0110199451446533;0.0,0.004148960113525391,0.0003790855407714844,3.0040740966796875e-05,7.867813110351562e-06,0.00015401840209960938,0.0005171298980712891,0.00019884109497070312,0.005507946014404297,0.004225015640258789;1,-1,-1,-1,-1,1,-1,1,1,-1;583,66,1462,1462,1370,66,461,66,146,66;4;6;0.0007159709930419;0.0055079460144042;7.867813110351562e-06;0.0099318027496337;0.0036479632059733;0.0022039890289306;0;229;66;583;215.25;66;1462;814.5;True;1690359336.46908;3,0,0,0,0,0,0,0,0,0;4.701142597198486;5,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,55,55,55,55,64,55,64,64,55;502,11,11,11,11,489,11,501,501,11;0.004719972610473633,0.0007159709930419922,0.005507946014404297;0.0003790855407714844,3.0040740966796875e-05,7.867813110351562e-06,0.0006711483001708984,0.009931802749633789;True;5.932662034987095,0.0,5.891125902235895,6.2563073147531,6.388758439731467,0.0,6.233660689688196,0.0,5.971928094887358,0.0
10.34.1.15;51114;212.188.78.93;443;6;10;1690359321.789878;1690359346.925786;25.13590812683105;0.00872802734375;0.0086758136749267;0.0,0.0037992000579833984,0.0003437995910644531,5.1021575927734375e-05,1.71661376953125e-05,0.00023484230041503906,0.0004119873046875,0.00015401840209960938,0.003715991973876953,0.0037469863891601562;1,-1,-1,-1,-1,1,-1,1,1,-1;583,66,1462,1462,1370,66,461,66,146,66;4;6;0.0005660057067871;0.0044460296630859;1.71661376953125e-05;0.0076169967651367;0.0029093424479166;0.0017351627349853;0;228;66;583;215.25;66;1462;814.5;True;1690359346.925786;3,0,0,0,0,0,0,0,0,0;4.701142597198486;5,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,56,56,56,56,64,56,64,64,56;502,11,11,11,11,489,11,501,501,11;0.0044460296630859375,0.0005660057067871094,0.003715991973876953;0.0003437995910644531,5.1021575927734375e-05,1.71661376953125e-05,0.0006468296051025391,0.007616996765136719;True;5.865113159965459,0.0,5.779673431958628,6.3363073147531015,6.323856189774736,0.0,6.273660689688197,0.0,6.037492001110315,0.0
10.34.1.15;38116;212.188.78.46;443;6;10;1690359332.236845;1690359353.054288;20.817442893981934;0.0105259418487548;0.0099499225616455;0.0,0.004216909408569336,0.0003039836883544922,2.193450927734375e-05,2.09808349609375e-05,0.00014209747314453125,0.0008180141448974609,0.00019288063049316406,0.004809141159057617,0.003640890121459961;1,-1,-1,-1,-1,1,-1,1,1,-1;583,66,1462,1462,1370,66,461,66,146,66;4;6;0.0010108947753906;0.0048091411590576;2.09808349609375e-05;0.0086429119110107;0.0035086472829182;0.0019899845123291;0;276;66;583;215.25;66;1462;814.5;True;1690359353.054288;3,0,0,0,0,0,0,0,0,0;4.701142597198486;5,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,56,56,56,56,64,56,64,64,56;502,11,11,11,11,489,11,486,501,11;0.004705905914306641,0.001010894775390625,0.004809141159057617;0.0003039836883544922,2.193450927734375e-05,2.09808349609375e-05,0.0009601116180419922,0.008642911911010742;True;5.964114505264362,0.0,5.790015409922192,6.288758439731467,6.363856189774736,0.0,6.181209564709831,0.0,5.876807588956898,0.0
10.34.1.15;46570;212.188.78.36;443;6;10;1690359340.813806;1690359365.821745;25.007938861846924;0.0095140933990478;0.0094420909881591;0.0,0.003720998764038086,0.0003120899200439453,2.7894973754882812e-05,9.059906005859375e-06,0.00028896331787109375,0.0003349781036376953,0.00018310546875,0.004637002944946289,0.003648996353149414;1,-1,-1,-1,-1,1,-1,1,1,-1;583,66,1462,1462,1370,66,461,66,146,66;4;6;0.0005180835723876;0.0046370029449462;9.059906005859377e-06;0.0084691047668457;0.0031713644663492;0.0018884181976318;0;229;66;583;215.25;66;1462;814.5;True;1690359365.821745;3,0,0,0,0,0,0,0,0,0;4.701142597198486;5,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,56,56,56,56,64,56,64,64,56;502,11,11,11,11,489,11,486,501,11;0.004359006881713867,0.0005180835723876953,0.004637002944946289;0.0003120899200439453,2.7894973754882812e-05,9.059906005859375e-06,0.0006239414215087891,0.008469104766845703;True;5.992662034987095,0.0,5.872124556936993,6.383856189774737,6.343856189774736,0.0,6.243856189774735,0.0,5.887492001110316,0.0
10.34.1.15;48254;212.188.75.108;443;6;10;1690359352.013775;1690359377.226233;25.21245789527893;0.0081090927124023;0.000842809677124;0.0,0.004243135452270508,3.0994415283203125e-05,0.00026702880859375,2.47955322265625e-05,1.3113021850585938e-05,0.0002338886260986328,0.00027298927307128906,0.00017714500427246094,0.0028460025787353516;1,-1,-1,-1,1,-1,1,-1,1,1;583,66,1464,1462,66,1368,66,461,66,146;5;5;0.0002470016479492;0.004565954208374;3.0994415283203125e-05;0.0005068778991699;0.0020272731781005;0.000210702419281;0;227;66;583;185.4;66;1464;964.2;True;1690359377.226233;4,0,0,0,0,0,0,0,0,0;4.701142597198486;4,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,55,55,55,64,55,64,55,64,64;502,11,11,11,501,11,488,11,501,501;0.0045659542083740234,0.00024700164794921875,0.00045013427734375,0.0028460025787353516;3.0994415283203125e-05,0.00026702880859375,3.790855407714844e-05,0.0005068778991699219;True;6.007759785030364,0.0,5.851014064623292,6.186111814666561,0.0,6.236307314753101,0.0,6.268758439731467,0.0,5.937492001110315
10.34.1.15;36362;212.30.135.18;443;6;10;1690359364.732024;1690359385.766083;21.03405904769897;0.008070945739746;0.0008938312530517;0.0,0.0038061141967773438,0.0002148151397705078,1.5974044799804688e-05,2.3126602172851562e-05,0.000164031982421875,2.7894973754882812e-05,0.00044798851013183594,0.00011610984802246094,0.0032548904418945312;1,-1,-1,-1,-1,1,1,-1,1,1;583,66,1464,1462,1368,66,66,461,66,146;5;5;2.789497375488281e-05;0.0042240619659423;1.5974044799804688e-05;0.0006399154663085;0.0020177364349365;0.0002234578132629;0;273;66;583;185.4;66;1464;964.2;True;1690359385.766083;4,0,0,0,0,0,0,0,0,0;4.701142597198486;4,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;4;0;0;10;64,58,58,58,58,64,64,58,64,64;502,11,11,11,11,496,488,11,501,501;0.004224061965942383,2.7894973754882812e-05,0.0005640983581542969,0.0032548904418945312;0.0002148151397705078,1.5974044799804688e-05,2.3126602172851562e-05,0.0006399154663085938;True;6.032662034987097,0.0,5.785574336616456,6.236307314753102,6.341209564709832,0.0,0.0,6.2763073147531,0.0,5.9719280948873585
10.34.1.15;60946;212.188.78.73;443;6;10;1690359374.395432;1690359395.404079;21.00864696502685;0.214350938796997;0.0042610168457031;0.0,0.003715991973876953,0.0002129077911376953,0.0001850128173828125,0.00023102760314941406,0.003556966781616211,6.222724914550781e-05,1.2874603271484375e-05,0.0003859996795654297,0.20598793029785156;1,-1,-1,1,1,-1,-1,-1,1,1;734,66,320,66,146,66,393,128,66,164;5;5;0.0002310276031494;0.2059879302978515;1.2874603271484377e-05;0.0039730072021484;0.0535877346992492;0.0010652542114257;0;102;66;734;235.2;66;393;194.6;True;1690359395.404079;4,0,0,0,0,0,0,0,0,0;4.701142597198486;4,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;6;0;0;10;64,56,56,64,64,56,56,56,64,64;502,11,11,501,501,11,11,11,501,501;0.004113912582397461,0.00023102760314941406,0.004018068313598633,0.20598793029785156;0.0002129077911376953,0.0039730072021484375,6.222724914550781e-05,1.2874603271484375e-05;True;5.913660689688194,0.0,5.764575681915358,0.0,5.946928094887359,0.0,6.308758439731466,5.760647923290101,0.0,6.170732548152693
10.34.1.15;57856;212.30.135.10;443;6;10;1690359381.658276;1690359402.747919;21.0896430015564;0.372359037399292;0.0048649311065673;0.0,0.004091978073120117,0.00028014183044433594,0.00022101402282714844,0.000308990478515625,0.003988981246948242,5.2928924560546875e-05,1.2874603271484375e-05,0.0007891654968261719,0.3626129627227783;1,-1,-1,1,1,-1,-1,-1,1,1;735,66,320,66,146,66,393,128,66,164;5;5;0.0003089904785156;0.3626129627227783;1.2874603271484377e-05;0.004518985748291;0.093089759349823;0.0012162327766418;0;101;66;735;235.4;66;393;194.6;True;1690359402.747919;4,0,0,0,0,0,0,0,0,0;4.701142597198486;4,0,0,0,0,0,0,0,0,0;4.701088118553161;8,0,0,0,0,0,0,0,0,0;4.701142597198486;0;10;0;6;0;0;10;64,58,58,64,64,58,58,58,64,64;502,11,11,501,501,11,11,11,501,501;0.0045931339263916016,0.000308990478515625,0.004843950271606445,0.3626129627227783;0.00028014183044433594,0.004518985748291016,5.2928924560546875e-05,1.2874603271484375e-05;True;6.072662034987097,0.0,5.840672086659727,0.0,6.0124920011103145,0.0,6.1887584397314646,5.716214253900366,0.0,6.26777106860501
